SKU Code,Design No.,Stock,Category,Size,Color,Color_clean,Category_clean,Category_group,Stock_per_Category,Color_Popularity,Size_Popularity,Design No._enc,Category_group_enc,Color_clean_enc,Size_enc
J0415-DR-XL,J0415,3.0,Dress,XL,Coral Pink,Pink,Dress,Ethnic-Dresswear,7.078309699643725e-05,0.13720202782871319,0.14453672742961923,477,1,12,8
J0415-DR-XS,J0415,2.0,Dress,XS,Coral Pink,Pink,Dress,Ethnic-Dresswear,4.718873133095817e-05,0.13720202782871319,0.12026750080897422,477,1,12,9
J0415-DR-XXL,J0415,2.0,Dress,XXL,Coral Pink,Pink,Dress,Ethnic-Dresswear,4.718873133095817e-05,0.13720202782871319,0.14432100097076905,477,1,12,10
J0415-DR-XXXL,J0415,7.0,Dress,XXXL,Coral Pink,Pink,Dress,Ethnic-Dresswear,0.0001651605596583536,0.13720202782871319,0.11616869809082084,477,1,12,11
J0416-DR-L,J0416,2.0,Dress,L,Pink,Pink,Dress,Ethnic-Dresswear,4.718873133095817e-05,0.13720202782871319,0.1439974112824938,478,1,12,4
J0416-DR-M,J0416,1.0,Dress,M,Pink,Pink,Dress,Ethnic-Dresswear,2.3594365665479085e-05,0.13720202782871319,0.1447524538884694,478,1,12,5
J0416-DR-S,J0416,0.0,Dress,S,Pink,Pink,Dress,Ethnic-Dresswear,0.0,0.13720202782871319,0.1459389494121454,478,1,12,6
J0416-DR-XL,J0416,13.0,Dress,XL,Pink,Pink,Dress,Ethnic-Dresswear,0.00030672675365122807,0.13720202782871319,0.14453672742961923,478,1,12,8
J0416-DR-XS,J0416,12.0,Dress,XS,Pink,Pink,Dress,Ethnic-Dresswear,0.000283132387985749,0.13720202782871319,0.12026750080897422,478,1,12,9
J0416-DR-XXL,J0416,9.0,Dress,XXL,Pink,Pink,Dress,Ethnic-Dresswear,0.00021234929098931174,0.13720202782871319,0.14432100097076905,478,1,12,10
J0417-TP-L,J0417,23.0,Top,L,Sea Green,Green,Top,Western-Topwear,0.0008333635276640458,0.13331895156940998,0.1439974112824938,479,4,5,4
J0417-TP-M,J0417,8.0,Top,M,Sea Green,Green,Top,Western-Topwear,0.0002898655748396681,0.13331895156940998,0.1447524538884694,479,4,5,5
J0417-TP-S,J0417,18.0,Top,S,Sea Green,Green,Top,Western-Topwear,0.0006521975433892533,0.13331895156940998,0.1459389494121454,479,4,5,6
J0417-TP-XL,J0417,20.0,Top,XL,Sea Green,Green,Top,Western-Topwear,0.0007246639370991702,0.13331895156940998,0.14453672742961923,479,4,5,8
J0417-TP-XS,J0417,19.0,Top,XS,Sea Green,Green,Top,Western-Topwear,0.0006884307402442117,0.13331895156940998,0.12026750080897422,479,4,5,9
J0417-TP-XXL,J0417,12.0,Top,XXL,Sea Green,Green,Top,Western-Topwear,0.00043479836225950215,0.13331895156940998,0.14432100097076905,479,4,5,10
J0417-TP-XXXL,J0417,13.0,Top,XXXL,Sea Green,Green,Top,Western-Topwear,0.0004710315591144607,0.13331895156940998,0.11616869809082084,479,4,5,11
J0418-TP-L,J0418,12.0,Top,L,Yellow,Yellow,Top,Western-Topwear,0.00043479836225950215,0.08639844676949628,0.1439974112824938,480,4,18,4
J0418-TP-M,J0418,3.0,Top,M,Yellow,Yellow,Top,Western-Topwear,0.00010869959056487554,0.08639844676949628,0.1447524538884694,480,4,18,5
J0418-TP-S,J0418,1.0,Top,S,Yellow,Yellow,Top,Western-Topwear,3.623319685495851e-05,0.08639844676949628,0.1459389494121454,480,4,18,6
J0418-TP-XL,J0418,42.0,Top,XL,Yellow,Yellow,Top,Western-Topwear,0.0015217942679082576,0.08639844676949628,0.14453672742961923,480,4,18,8
J0418-TP-XS,J0418,2.0,Top,XS,Yellow,Yellow,Top,Western-Topwear,7.246639370991702e-05,0.08639844676949628,0.12026750080897422,480,4,18,9
J0418-TP-XXL,J0418,29.0,Top,XXL,Yellow,Yellow,Top,Western-Topwear,0.0010507627087937969,0.08639844676949628,0.14432100097076905,480,4,18,10
J0419-TP-L,J0419,34.0,Top,L,Maroon,Red,Top,Western-Topwear,0.0012319286930685895,0.10009707690648258,0.1439974112824938,481,4,14,4
J0419-TP-M,J0419,22.0,Top,M,Maroon,Red,Top,Western-Topwear,0.0007971303308090873,0.10009707690648258,0.1447524538884694,481,4,14,5
J0419-TP-S,J0419,20.0,Top,S,Maroon,Red,Top,Western-Topwear,0.0007246639370991702,0.10009707690648258,0.1459389494121454,481,4,14,6
J0419-TP-XL,J0419,40.0,Top,XL,Maroon,Red,Top,Western-Topwear,0.0014493278741983405,0.10009707690648258,0.14453672742961923,481,4,14,8
J0419-TP-XS,J0419,21.0,Top,XS,Maroon,Red,Top,Western-Topwear,0.0007608971339541288,0.10009707690648258,0.12026750080897422,481,4,14,9
J0419-TP-XXL,J0419,41.0,Top,XXL,Maroon,Red,Top,Western-Topwear,0.0014855610710532991,0.10009707690648258,0.14432100097076905,481,4,14,10
J0419-TP-XXXL,J0419,23.0,Top,XXXL,Maroon,Red,Top,Western-Topwear,0.0008333635276640458,0.10009707690648258,0.11616869809082084,481,4,14,11
J0420-TP-L,J0420,21.0,Top,L,Pink,Pink,Top,Western-Topwear,0.0007608971339541288,0.13720202782871319,0.1439974112824938,482,4,12,4
J0420-TP-M,J0420,12.0,Top,M,Pink,Pink,Top,Western-Topwear,0.00043479836225950215,0.13720202782871319,0.1447524538884694,482,4,12,5
J0420-TP-S,J0420,23.0,Top,S,Pink,Pink,Top,Western-Topwear,0.0008333635276640458,0.13720202782871319,0.1459389494121454,482,4,12,6
J0420-TP-XL,J0420,34.0,Top,XL,Pink,Pink,Top,Western-Topwear,0.0012319286930685895,0.13720202782871319,0.14453672742961923,482,4,12,8
J0420-TP-XS,J0420,22.0,Top,XS,Pink,Pink,Top,Western-Topwear,0.0007971303308090873,0.13720202782871319,0.12026750080897422,482,4,12,9
J0420-TP-XXL,J0420,32.0,Top,XXL,Pink,Pink,Top,Western-Topwear,0.0011594622993586724,0.13720202782871319,0.14432100097076905,482,4,12,10
J0420-TP-XXXL,J0420,31.0,Top,XXXL,Pink,Pink,Top,Western-Topwear,0.001123229102503714,0.13720202782871319,0.11616869809082084,482,4,12,11
J0421-TP-L,J0421,50.0,Top,L,Teal,Teal,Top,Western-Topwear,0.0018116598427479257,0.04141948009923417,0.1439974112824938,483,4,15,4
J0421-TP-M,J0421,46.0,Top,M,Teal,Teal,Top,Western-Topwear,0.0016667270553280915,0.04141948009923417,0.1447524538884694,483,4,15,5
J0421-TP-S,J0421,46.0,Top,S,Teal,Teal,Top,Western-Topwear,0.0016667270553280915,0.04141948009923417,0.1459389494121454,483,4,15,6
J0421-TP-XL,J0421,53.0,Top,XL,Teal,Teal,Top,Western-Topwear,0.0019203594333128012,0.04141948009923417,0.14453672742961923,483,4,15,8
J0421-TP-XS,J0421,45.0,Top,XS,Teal,Teal,Top,Western-Topwear,0.001630493858473133,0.04141948009923417,0.12026750080897422,483,4,15,9
J0421-TP-XXL,J0421,42.0,Top,XXL,Teal,Teal,Top,Western-Topwear,0.0015217942679082576,0.04141948009923417,0.14432100097076905,483,4,15,10
J0429-DR-L,J0429,49.0,Dress,L,Peach,Pink,Dress,Ethnic-Dresswear,0.001156123917608475,0.13720202782871319,0.1439974112824938,484,1,12,4
J0429-DR-M,J0429,65.0,Dress,M,Peach,Pink,Dress,Ethnic-Dresswear,0.0015336337682561405,0.13720202782871319,0.1447524538884694,484,1,12,5
J0429-DR-S,J0429,66.0,Dress,S,Peach,Pink,Dress,Ethnic-Dresswear,0.0015572281339216196,0.13720202782871319,0.1459389494121454,484,1,12,6
J0429-DR-XL,J0429,48.0,Dress,XL,Peach,Pink,Dress,Ethnic-Dresswear,0.001132529551942996,0.13720202782871319,0.14453672742961923,484,1,12,8
J0429-DR-XS,J0429,43.0,Dress,XS,Peach,Pink,Dress,Ethnic-Dresswear,0.0010145577236156005,0.13720202782871319,0.12026750080897422,484,1,12,9
J0429-DR-XXL,J0429,72.0,Dress,XXL,Peach,Pink,Dress,Ethnic-Dresswear,0.001698794327914494,0.13720202782871319,0.14432100097076905,484,1,12,10
J0429-DR-XXXL,J0429,52.0,Dress,XXXL,Peach,Pink,Dress,Ethnic-Dresswear,0.0012269070146049123,0.13720202782871319,0.11616869809082084,484,1,12,11
J0430-DR-L,J0430,70.0,Dress,L,Sea Green,Green,Dress,Ethnic-Dresswear,0.0016516055965835358,0.13331895156940998,0.1439974112824938,485,1,5,4
J0430-DR-M,J0430,69.0,Dress,M,Sea Green,Green,Dress,Ethnic-Dresswear,0.0016280112309180568,0.13331895156940998,0.1447524538884694,485,1,5,5
J0430-DR-S,J0430,72.0,Dress,S,Sea Green,Green,Dress,Ethnic-Dresswear,0.001698794327914494,0.13331895156940998,0.1459389494121454,485,1,5,6
J0430-DR-XL,J0430,71.0,Dress,XL,Sea Green,Green,Dress,Ethnic-Dresswear,0.0016751999622490149,0.13331895156940998,0.14453672742961923,485,1,5,8
J0430-DR-XS,J0430,58.0,Dress,XS,Sea Green,Green,Dress,Ethnic-Dresswear,0.0013684732085977869,0.13331895156940998,0.12026750080897422,485,1,5,9
J0430-DR-XXL,J0430,73.0,Dress,XXL,Sea Green,Green,Dress,Ethnic-Dresswear,0.001722388693579973,0.13331895156940998,0.14432100097076905,485,1,5,10
J0430-DR-XXXL,J0430,57.0,Dress,XXXL,Sea Green,Green,Dress,Ethnic-Dresswear,0.0013448788429323078,0.13331895156940998,0.11616869809082084,485,1,5,11
J0431-DR-L,J0431,49.0,Dress,L,Blue,Blue,Dress,Ethnic-Dresswear,0.001156123917608475,0.17063962895049078,0.1439974112824938,486,1,2,4
J0431-DR-M,J0431,51.0,Dress,M,Blue,Blue,Dress,Ethnic-Dresswear,0.0012033126489394332,0.17063962895049078,0.1447524538884694,486,1,2,5
J0431-DR-S,J0431,61.0,Dress,S,Blue,Blue,Dress,Ethnic-Dresswear,0.001439256305594224,0.17063962895049078,0.1459389494121454,486,1,2,6
J0431-DR-XL,J0431,58.0,Dress,XL,Blue,Blue,Dress,Ethnic-Dresswear,0.0013684732085977869,0.17063962895049078,0.14453672742961923,486,1,2,8
J0431-DR-XS,J0431,54.0,Dress,XS,Blue,Blue,Dress,Ethnic-Dresswear,0.0012740957459358704,0.17063962895049078,0.12026750080897422,486,1,2,9
J0431-DR-XXL,J0431,63.0,Dress,XXL,Blue,Blue,Dress,Ethnic-Dresswear,0.0014864450369251822,0.17063962895049078,0.14432100097076905,486,1,2,10
J0431-DR-XXXL,J0431,52.0,Dress,XXXL,Blue,Blue,Dress,Ethnic-Dresswear,0.0012269070146049123,0.17063962895049078,0.11616869809082084,486,1,2,11
J0432-DR-L,J0432,50.0,Dress,L,Peach,Pink,Dress,Ethnic-Dresswear,0.0011797182832739542,0.13720202782871319,0.1439974112824938,487,1,12,4
J0432-DR-M,J0432,24.0,Dress,M,Peach,Pink,Dress,Ethnic-Dresswear,0.000566264775971498,0.13720202782871319,0.1447524538884694,487,1,12,5
J0432-DR-S,J0432,48.0,Dress,S,Peach,Pink,Dress,Ethnic-Dresswear,0.001132529551942996,0.13720202782871319,0.1459389494121454,487,1,12,6
J0432-DR-XL,J0432,25.0,Dress,XL,Peach,Pink,Dress,Ethnic-Dresswear,0.0005898591416369771,0.13720202782871319,0.14453672742961923,487,1,12,8
J0432-DR-XS,J0432,50.0,Dress,XS,Peach,Pink,Dress,Ethnic-Dresswear,0.0011797182832739542,0.13720202782871319,0.12026750080897422,487,1,12,9
J0432-DR-XXL,J0432,25.0,Dress,XXL,Peach,Pink,Dress,Ethnic-Dresswear,0.0005898591416369771,0.13720202782871319,0.14432100097076905,487,1,12,10
J0432-DR-XXXL,J0432,50.0,Dress,XXXL,Peach,Pink,Dress,Ethnic-Dresswear,0.0011797182832739542,0.13720202782871319,0.11616869809082084,487,1,12,11
J0433-DR-L,J0433,20.0,Dress,L,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.1439974112824938,488,1,18,4
J0433-DR-M,J0433,20.0,Dress,M,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.1447524538884694,488,1,18,5
J0433-DR-S,J0433,20.0,Dress,S,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.1459389494121454,488,1,18,6
J0433-DR-XL,J0433,20.0,Dress,XL,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.14453672742961923,488,1,18,8
J0433-DR-XS,J0433,24.0,Dress,XS,Yellow,Yellow,Dress,Ethnic-Dresswear,0.000566264775971498,0.08639844676949628,0.12026750080897422,488,1,18,9
J0433-DR-XXL,J0433,20.0,Dress,XXL,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.14432100097076905,488,1,18,10
J0433-DR-XXXL,J0433,20.0,Dress,XXXL,Yellow,Yellow,Dress,Ethnic-Dresswear,0.00047188731330958167,0.08639844676949628,0.11616869809082084,488,1,18,11
J0434-DR-L,J0434,45.0,Dress,L,White,White,Dress,Ethnic-Dresswear,0.0010617464549465589,0.09136015532305038,0.1439974112824938,489,1,17,4
J0434-DR-M,J0434,56.0,Dress,M,White,White,Dress,Ethnic-Dresswear,0.0013212844772668287,0.09136015532305038,0.1447524538884694,489,1,17,5
J0434-DR-S,J0434,60.0,Dress,S,White,White,Dress,Ethnic-Dresswear,0.001415661939928745,0.09136015532305038,0.1459389494121454,489,1,17,6
J0434-DR-XL,J0434,61.0,Dress,XL,White,White,Dress,Ethnic-Dresswear,0.001439256305594224,0.09136015532305038,0.14453672742961923,489,1,17,8
J0434-DR-XS,J0434,48.0,Dress,XS,White,White,Dress,Ethnic-Dresswear,0.001132529551942996,0.09136015532305038,0.12026750080897422,489,1,17,9
J0434-DR-XXL,J0434,57.0,Dress,XXL,White,White,Dress,Ethnic-Dresswear,0.0013448788429323078,0.09136015532305038,0.14432100097076905,489,1,17,10
J0434-DR-XXXL,J0434,43.0,Dress,XXXL,White,White,Dress,Ethnic-Dresswear,0.0010145577236156005,0.09136015532305038,0.11616869809082084,489,1,17,11
J0435-DR-L,J0435,20.0,Dress,L,Pink,Pink,Dress,Ethnic-Dresswear,0.00047188731330958167,0.13720202782871319,0.1439974112824938,490,1,12,4
J0435-DR-M,J0435,19.0,Dress,M,Pink,Pink,Dress,Ethnic-Dresswear,0.0004482929476441026,0.13720202782871319,0.1447524538884694,490,1,12,5
J0435-DR-S,J0435,19.0,Dress,S,Pink,Pink,Dress,Ethnic-Dresswear,0.0004482929476441026,0.13720202782871319,0.1459389494121454,490,1,12,6
J0435-DR-XL,J0435,20.0,Dress,XL,Pink,Pink,Dress,Ethnic-Dresswear,0.00047188731330958167,0.13720202782871319,0.14453672742961923,490,1,12,8
J0435-DR-XS,J0435,20.0,Dress,XS,Pink,Pink,Dress,Ethnic-Dresswear,0.00047188731330958167,0.13720202782871319,0.12026750080897422,490,1,12,9
J0435-DR-XXL,J0435,19.0,Dress,XXL,Pink,Pink,Dress,Ethnic-Dresswear,0.0004482929476441026,0.13720202782871319,0.14432100097076905,490,1,12,10
J0435-DR-XXXL,J0435,20.0,Dress,XXXL,Pink,Pink,Dress,Ethnic-Dresswear,0.00047188731330958167,0.13720202782871319,0.11616869809082084,490,1,12,11
J0436-DR-M,J0436,20.0,Dress,M,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.00047188731330958167,0.17063962895049078,0.1447524538884694,491,1,2,5
J0436-DR-S,J0436,29.0,Dress,S,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.0006842366042988934,0.17063962895049078,0.1459389494121454,491,1,2,6
J0436-DR-XL,J0436,20.0,Dress,XL,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.00047188731330958167,0.17063962895049078,0.14453672742961923,491,1,2,8
J0436-DR-XS,J0436,20.0,Dress,XS,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.00047188731330958167,0.17063962895049078,0.12026750080897422,491,1,2,9
J0436-DR-XXL,J0436,11.0,Dress,XXL,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.0002595380223202699,0.17063962895049078,0.14432100097076905,491,1,2,10
J0436-DR-XXXL,J0436,19.0,Dress,XXXL,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.0004482929476441026,0.17063962895049078,0.11616869809082084,491,1,2,11
JAN8601-KR-L,JAN8601,1.0,Kurta,L,White,White,Kurti,Ethnic-Topwear,8.624853377492582e-06,0.09136015532305038,0.1439974112824938,492,2,17,4
JAN8601-KR-M,JAN8601,1.0,Kurta,M,White,White,Kurti,Ethnic-Topwear,8.624853377492582e-06,0.09136015532305038,0.1447524538884694,492,2,17,5
JAN8601-KR-S,JAN8601,1.0,Kurta,S,White,White,Kurti,Ethnic-Topwear,8.624853377492582e-06,0.09136015532305038,0.1459389494121454,492,2,17,6
JAN8601-KR-XL,JAN8601,2.0,Kurta,XL,White,White,Kurti,Ethnic-Topwear,1.7249706754985164e-05,0.09136015532305038,0.14453672742961923,492,2,17,8
JAN8601-KR-XXL,JAN8601,0.0,Kurta,XXL,White,White,Kurti,Ethnic-Topwear,0.0,0.09136015532305038,0.14432100097076905,492,2,17,10
JAN8602-KR-L,JAN8602,4.0,Kurta,L,Navy Blue,Blue,Kurti,Ethnic-Topwear,3.449941350997033e-05,0.17063962895049078,0.1439974112824938,493,2,2,4
JAN8602-KR-M,JAN8602,4.0,Kurta,M,Navy Blue,Blue,Kurti,Ethnic-Topwear,3.449941350997033e-05,0.17063962895049078,0.1447524538884694,493,2,2,5
JAN8602-KR-S,JAN8602,2.0,Kurta,S,Navy Blue,Blue,Kurti,Ethnic-Topwear,1.7249706754985164e-05,0.17063962895049078,0.1459389494121454,493,2,2,6
JAN8602-KR-XL,JAN8602,3.0,Kurta,XL,Navy Blue,Blue,Kurti,Ethnic-Topwear,2.5874560132477747e-05,0.17063962895049078,0.14453672742961923,493,2,2,8
JAN8602-KR-XXL,JAN8602,1.0,Kurta,XXL,Navy Blue,Blue,Kurti,Ethnic-Topwear,8.624853377492582e-06,0.17063962895049078,0.14432100097076905,493,2,2,10
JAN8603-DR-L,JAN8603,1.0,Dress,L,Light Pink,Pink,Dress,Ethnic-Dresswear,2.3594365665479085e-05,0.13720202782871319,0.1439974112824938,494,1,12,4
JAN8603-DR-M,JAN8603,1.0,Dress,M,Light Pink,Pink,Dress,Ethnic-Dresswear,2.3594365665479085e-05,0.13720202782871319,0.1447524538884694,494,1,12,5
JAN8603-DR-S,JAN8603,1.0,Dress,S,Light Pink,Pink,Dress,Ethnic-Dresswear,2.3594365665479085e-05,0.13720202782871319,0.1459389494121454,494,1,12,6
JAN8603-DR-XL,JAN8603,3.0,Dress,XL,Light Pink,Pink,Dress,Ethnic-Dresswear,7.078309699643725e-05,0.13720202782871319,0.14453672742961923,494,1,12,8
JAN8603-DR-XXL,JAN8603,0.0,Dress,XXL,Light Pink,Pink,Dress,Ethnic-Dresswear,0.0,0.13720202782871319,0.14432100097076905,494,1,12,10
JAN8604-KR-L,JAN8604,6.0,Dress,L,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.0001415661939928745,0.17063962895049078,0.1439974112824938,495,1,2,4
JAN8604-KR-M,JAN8604,5.0,Dress,M,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.00011797182832739542,0.17063962895049078,0.1447524538884694,495,1,2,5
JAN8604-KR-S,JAN8604,2.0,Dress,S,Sky Blue,Blue,Dress,Ethnic-Dresswear,4.718873133095817e-05,0.17063962895049078,0.1459389494121454,495,1,2,6
JAN8604-KR-XL,JAN8604,8.0,Dress,XL,Sky Blue,Blue,Dress,Ethnic-Dresswear,0.00018875492532383268,0.17063962895049078,0.14453672742961923,495,1,2,8
JAN8604-KR-XXL,JAN8604,2.0,Dress,XXL,Sky Blue,Blue,Dress,Ethnic-Dresswear,4.718873133095817e-05,0.17063962895049078,0.14432100097076905,495,1,2,10
JAN8605-KR-NP-L,JAN8605,3.0,Set,L,Green,Green,Set,Ethnic-Dresswear,7.078309699643725e-05,0.13331895156940998,0.1439974112824938,496,1,5,4
JAN8605-KR-NP-M,JAN8605,4.0,Set,M,Green,Green,Set,Ethnic-Dresswear,9.437746266191634e-05,0.13331895156940998,0.1447524538884694,496,1,5,5
JAN8605-KR-NP-S,JAN8605,3.0,Set,S,Green,Green,Set,Ethnic-Dresswear,7.078309699643725e-05,0.13331895156940998,0.1459389494121454,496,1,5,6
JAN8605-KR-NP-XL,JAN8605,4.0,Set,XL,Green,Green,Set,Ethnic-Dresswear,9.437746266191634e-05,0.13331895156940998,0.14453672742961923,496,1,5,8
JAN8605-KR-NP-XXL,JAN8605,4.0,Set,XXL,Green,Green,Set,Ethnic-Dresswear,9.437746266191634e-05,0.13331895156940998,0.14432100097076905,496,1,5,10
JAN8606-TP-L,JAN8606,5.0,Top,L,Red,Red,Top,Western-Topwear,0.00018116598427479256,0.10009707690648258,0.1439974112824938,497,4,14,4
JAN8606-TP-M,JAN8606,5.0,Top,M,Red,Red,Top,Western-Topwear,0.00018116598427479256,0.10009707690648258,0.1447524538884694,497,4,14,5
JAN8606-TP-S,JAN8606,2.0,Top,S,Red,Red,Top,Western-Topwear,7.246639370991702e-05,0.10009707690648258,0.1459389494121454,497,4,14,6
JAN8606-TP-XL,JAN8606,6.0,Top,XL,Red,Red,Top,Western-Topwear,0.00021739918112975107,0.10009707690648258,0.14453672742961923,497,4,14,8
JAN8606-TP-XXL,JAN8606,5.0,Top,XXL,Red,Red,Top,Western-Topwear,0.00018116598427479256,0.10009707690648258,0.14432100097076905,497,4,14,10
JAN8607-TP-L,JAN8607,0.0,Top,L,Sky Blue,Blue,Top,Western-Topwear,0.0,0.17063962895049078,0.1439974112824938,498,4,2,4
JAN8607-TP-M,JAN8607,0.0,Top,M,Sky Blue,Blue,Top,Western-Topwear,0.0,0.17063962895049078,0.1447524538884694,498,4,2,5
JAN8607-TP-S,JAN8607,0.0,Top,S,Sky Blue,Blue,Top,Western-Topwear,0.0,0.17063962895049078,0.1459389494121454,498,4,2,6
JAN8607-TP-XL,JAN8607,2.0,Top,XL,Sky Blue,Blue,Top,Western-Topwear,7.246639370991702e-05,0.17063962895049078,0.14453672742961923,498,4,2,8
JAN8607-TP-XXL,JAN8607,0.0,Top,XXL,Sky Blue,Blue,Top,Western-Topwear,0.0,0.17063962895049078,0.14432100097076905,498,4,2,10
JAN8608-KR-L,JAN8608,9.0,Kurta,L,Beige,Beige,Kurti,Ethnic-Topwear,7.762368039743324e-05,0.022543414949843597,0.1439974112824938,499,2,0,4
JAN8608-KR-M,JAN8608,9.0,Kurta,M,Beige,Beige,Kurti,Ethnic-Topwear,7.762368039743324e-05,0.022543414949843597,0.1447524538884694,499,2,0,5
JAN8608-KR-S,JAN8608,5.0,Kurta,S,Beige,Beige,Kurti,Ethnic-Topwear,4.312426688746291e-05,0.022543414949843597,0.1459389494121454,499,2,0,6
JAN8608-KR-XL,JAN8608,10.0,Kurta,XL,Beige,Beige,Kurti,Ethnic-Topwear,8.624853377492582e-05,0.022543414949843597,0.14453672742961923,499,2,0,8
JAN8608-KR-XXL,JAN8608,4.0,Kurta,XXL,Beige,Beige,Kurti,Ethnic-Topwear,3.449941350997033e-05,0.022543414949843597,0.14432100097076905,499,2,0,10
JAN8609-KR-NP-L,JAN8609,9.0,Set,L,Yellow,Yellow,Set,Ethnic-Dresswear,0.00021234929098931174,0.08639844676949628,0.1439974112824938,500,1,18,4
JAN8609-KR-NP-M,JAN8609,9.0,Set,M,Yellow,Yellow,Set,Ethnic-Dresswear,0.00021234929098931174,0.08639844676949628,0.1447524538884694,500,1,18,5
JAN8609-KR-NP-S,JAN8609,5.0,Set,S,Yellow,Yellow,Set,Ethnic-Dresswear,0.00011797182832739542,0.08639844676949628,0.1459389494121454,500,1,18,6
JAN8609-KR-NP-XL,JAN8609,11.0,Set,XL,Yellow,Yellow,Set,Ethnic-Dresswear,0.0002595380223202699,0.08639844676949628,0.14453672742961923,500,1,18,8
JAN8609-KR-NP-XXL,JAN8609,4.0,Set,XXL,Yellow,Yellow,Set,Ethnic-Dresswear,9.437746266191634e-05,0.08639844676949628,0.14432100097076905,500,1,18,10
JAN8610-KR-NP-L,JAN8610,10.0,Set,L,Green,Green,Set,Ethnic-Dresswear,0.00023594365665479083,0.13331895156940998,0.1439974112824938,501,1,5,4
JAN8610-KR-NP-M,JAN8610,9.0,Set,M,Green,Green,Set,Ethnic-Dresswear,0.00021234929098931174,0.13331895156940998,0.1447524538884694,501,1,5,5
JAN8610-KR-NP-S,JAN8610,4.0,Set,S,Green,Green,Set,Ethnic-Dresswear,9.437746266191634e-05,0.13331895156940998,0.1459389494121454,501,1,5,6
JAN8610-KR-NP-XL,JAN8610,9.0,Set,XL,Green,Green,Set,Ethnic-Dresswear,0.00021234929098931174,0.13331895156940998,0.14453672742961923,501,1,5,8
JAN8610-KR-NP-XXL,JAN8610,8.0,Set,XXL,Green,Green,Set,Ethnic-Dresswear,0.00018875492532383268,0.13331895156940998,0.14432100097076905,501,1,5,10
JAN8611-KR-NP-L,JAN8611,12.0,Set,L,Turquoise Green,Blue,Set,Ethnic-Dresswear,0.000283132387985749,0.17063962895049078,0.1439974112824938,502,1,2,4
JAN8611-KR-NP-M,JAN8611,11.0,Set,M,Turquoise Green,Blue,Set,Ethnic-Dresswear,0.0002595380223202699,0.17063962895049078,0.1447524538884694,502,1,2,5
JAN8611-KR-NP-S,JAN8611,6.0,Set,S,Turquoise Green,Blue,Set,Ethnic-Dresswear,0.0001415661939928745,0.17063962895049078,0.1459389494121454,502,1,2,6
JAN8611-KR-NP-XL,JAN8611,16.0,Set,XL,Turquoise Green,Blue,Set,Ethnic-Dresswear,0.00037750985064766536,0.17063962895049078,0.14453672742961923,502,1,2,8
JAN8611-KR-NP-XXL,JAN8611,2.0,Set,XXL,Turquoise Green,Blue,Set,Ethnic-Dresswear,4.718873133095817e-05,0.17063962895049078,0.14432100097076905,502,1,2,10
JAN8612-KR-NP-L,JAN8612,9.0,Set,L,Yellow,Yellow,Set,Ethnic-Dresswear,0.00021234929098931174,0.08639844676949628,0.1439974112824938,503,1,18,4
JAN8612-KR-NP-M,JAN8612,2.0,Set,M,Yellow,Yellow,Set,Ethnic-Dresswear,4.718873133095817e-05,0.08639844676949628,0.1447524538884694,503,1,18,5
JAN8612-KR-NP-S,JAN8612,5.0,Set,S,Yellow,Yellow,Set,Ethnic-Dresswear,0.00011797182832739542,0.08639844676949628,0.1459389494121454,503,1,18,6
JAN8612-KR-NP-XL,JAN8612,16.0,Set,XL,Yellow,Yellow,Set,Ethnic-Dresswear,0.00037750985064766536,0.08639844676949628,0.14453672742961923,503,1,18,8
JAN8612-KR-NP-XXL,JAN8612,3.0,Set,XXL,Yellow,Yellow,Set,Ethnic-Dresswear,7.078309699643725e-05,0.08639844676949628,0.14432100097076905,503,1,18,10
JAN8613-TP-L,JAN8613,10.0,Top,L,White,White,Top,Western-Topwear,0.0003623319685495851,0.09136015532305038,0.1439974112824938,504,4,17,4
JAN8613-TP-M,JAN8613,9.0,Top,M,White,White,Top,Western-Topwear,0.00032609877169462664,0.09136015532305038,0.1447524538884694,504,4,17,5
JAN8613-TP-S,JAN8613,5.0,Top,S,White,White,Top,Western-Topwear,0.00018116598427479256,0.09136015532305038,0.1459389494121454,504,4,17,6
JAN8613-TP-XL,JAN8613,10.0,Top,XL,White,White,Top,Western-Topwear,0.0003623319685495851,0.09136015532305038,0.14453672742961923,504,4,17,8
JAN8613-TP-XXL,JAN8613,6.0,Top,XXL,White,White,Top,Western-Topwear,0.00021739918112975107,0.09136015532305038,0.14432100097076905,504,4,17,10
